;;;;;;;;;;
ORDEN;NOMBRE REGIÓN;Código Región;NOMBRE PROVINCIA;Código Provincia;NOMBRE COMUNA;Código Comuna;Edad;Hombres;Mujeres;TOTAL
2127;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;70 a 74;4.520;6.645;11.165
2128;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;75 a 79;3.385;5.062;8.447
2129;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;80 a 84;2.391;3.902;6.293
2130;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;85 a 89;1.541;3.112;4.653
2131;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;90 a 94;661;1.545;2.206
2132;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;95 a 99;161;513;674
2133;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LAS CONDES;13114;100 o más;25;135;160
2134;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;Total Comunal;50.500;55.333;105.833
2135;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;0 a 4;3.532;3.463;6.995
2136;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;5 a 9;4.484;4.235;8.719
2137;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;10 a 14;4.539;4.349;8.888
2138;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;15 a 19;4.719;4.693;9.412
2139;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;20 a 24;4.661;4.787;9.448
2140;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;25 a 29;3.721;3.405;7.126
2141;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;30 a 34;2.486;2.813;5.299
2142;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;35 a 39;3.055;3.796;6.851
2143;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;40 a 44;3.475;4.453;7.928
2144;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;45 a 49;3.580;4.634;8.214
2145;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;50 a 54;3.608;4.286;7.894
2146;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;55 a 59;2.938;3.517;6.455
2147;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;60 a 64;2.155;2.423;4.578
2148;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;65 a 69;1.394;1.538;2.932
2149;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;70 a 74;987;1.122;2.109
2150;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;75 a 79;517;700;1.217
2151;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;80 a 84;362;473;835
2152;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;85 a 89;192;353;545
2153;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;90 a 94;64;193;257
2154;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;95 a 99;23;76;99
2155;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO BARNECHEA;13115;100 o más;8;24;32
2156;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;Total Comunal;49.146;49.658;98.804
2157;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;0 a 4;3.350;3.195;6.545
2158;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;5 a 9;3.558;3.283;6.841
2159;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;10 a 14;3.100;2.973;6.073
2160;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;15 a 19;3.515;3.495;7.010
2161;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;20 a 24;4.356;4.279;8.635
2162;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;25 a 29;4.637;4.205;8.842
2163;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;30 a 34;3.473;3.132;6.605
2164;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;35 a 39;3.006;2.728;5.734
2165;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;40 a 44;2.870;2.634;5.504
2166;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;45 a 49;2.972;2.992;5.964
2167;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;50 a 54;3.539;3.605;7.144
2168;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;55 a 59;3.566;3.635;7.201
2169;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;60 a 64;2.507;2.633;5.140
2170;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;65 a 69;1.624;1.905;3.529
2171;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;70 a 74;1.191;1.490;2.681
2172;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;75 a 79;774;1.272;2.046
2173;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;80 a 84;579;1.056;1.635
2174;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;85 a 89;381;795;1.176
2175;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;90 a 94;123;274;397
2176;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;95 a 99;20;65;85
2177;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO ESPEJO;13116;100 o más;5;12;17
2178;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;Total Comunal;46.799;49.450;96.249
2179;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;0 a 4;2.900;2.910;5.810
2180;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;5 a 9;3.026;2.983;6.009
2181;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;10 a 14;2.962;2.713;5.675
2182;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;15 a 19;3.199;3.247;6.446
2183;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;20 a 24;4.144;3.946;8.090
2184;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;25 a 29;4.238;3.951;8.189
2185;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;30 a 34;3.435;3.034;6.469
2186;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;35 a 39;2.957;2.860;5.817
2187;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;40 a 44;3.271;3.350;6.621
2188;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;45 a 49;3.219;3.453;6.672
2189;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;50 a 54;3.185;3.384;6.569
2190;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;55 a 59;2.563;2.893;5.456
2191;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;60 a 64;2.000;2.418;4.418
2192;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;65 a 69;1.805;2.389;4.194
2193;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;70 a 74;1.681;2.280;3.961
2194;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;75 a 79;1.196;1.653;2.849
2195;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;80 a 84;615;1.073;1.688
2196;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;85 a 89;292;606;898
2197;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;90 a 94;85;232;317
2198;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;95 a 99;17;57;74
2199;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;LO PRADO;13117;100 o más;9;18;27
2200;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;Total Comunal;55.161;61.373;116.534
2201;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;0 a 4;3.391;3.348;6.739
2202;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;5 a 9;3.293;3.215;6.508
2203;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;10 a 14;3.209;3.041;6.250
2204;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;15 a 19;3.703;3.424;7.127
2205;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;20 a 24;4.552;4.476;9.028
2206;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;25 a 29;5.225;5.236;10.461
2207;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;30 a 34;4.712;4.645;9.357
2208;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;35 a 39;4.121;4.263;8.384
2209;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;40 a 44;3.739;3.949;7.688
2210;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;45 a 49;3.520;3.779;7.299
2211;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;50 a 54;3.418;4.072;7.490
2212;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;55 a 59;3.137;3.982;7.119
2213;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;60 a 64;2.529;3.427;5.956
2214;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;65 a 69;2.090;2.882;4.972
2215;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;70 a 74;1.772;2.572;4.344
2216;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;75 a 79;1.262;1.988;3.250
2217;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;80 a 84;801;1.378;2.179
2218;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;85 a 89;471;1.124;1.595
2219;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;90 a 94;163;415;578
2220;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;95 a 99;46;138;184
2221;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MACUL;13118;100 o más;7;19;26
2222;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;Total Comunal;250.792;270.835;521.627
2223;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;0 a 4;16.566;15.637;32.203
2224;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;5 a 9;17.621;16.787;34.408
2225;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;10 a 14;17.480;16.752;34.232
2226;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;15 a 19;20.280;19.723;40.003
2227;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;20 a 24;23.063;21.989;45.052
2228;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;25 a 29;22.469;21.849;44.318
2229;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;30 a 34;18.096;18.197;36.293
2230;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;35 a 39;15.949;17.134;33.083
2231;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;40 a 44;16.003;17.939;33.942
2232;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;45 a 49;16.237;19.299;35.536
2233;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;50 a 54;18.112;22.278;40.390
2234;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;55 a 59;16.771;19.957;36.728
2235;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;60 a 64;12.032;14.397;26.429
2236;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;65 a 69;8.242;10.090;18.332
2237;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;70 a 74;5.609;7.352;12.961
2238;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;75 a 79;3.254;4.813;8.067
2239;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;80 a 84;1.737;3.225;4.962
2240;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;85 a 89;890;2.222;3.112
2241;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;90 a 94;281;863;1.144
2242;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;95 a 99;57;245;302
2243;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;MAIPÚ;13119;100 o más;43;87;130
2244;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;Total Comunal;95.409;112.828;208.237
2245;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;0 a 4;6.236;5.929;12.165
2246;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;5 a 9;5.077;4.938;10.015
2247;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;10 a 14;4.464;4.356;8.820
2248;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;15 a 19;5.245;5.301;10.546
2249;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;20 a 24;6.836;6.893;13.729
2250;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;25 a 29;8.944;9.712;18.656
2251;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;30 a 34;10.557;11.378;21.935
2252;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;35 a 39;9.465;9.999;19.464
2253;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;40 a 44;7.354;8.087;15.441
2254;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;45 a 49;5.696;6.654;12.350
2255;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;50 a 54;5.427;6.789;12.216
2256;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;55 a 59;5.228;6.901;12.129
2257;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;60 a 64;4.160;6.202;10.362
2258;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;65 a 69;3.258;5.011;8.269
2259;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;70 a 74;2.586;4.334;6.920
2260;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;75 a 79;1.920;3.363;5.283
2261;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;80 a 84;1.384;2.917;4.301
2262;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;85 a 89;1.029;2.427;3.456
2263;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;90 a 94;433;1.169;1.602
2264;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;95 a 99;89;386;475
2265;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;ÑUÑOA;13120;100 o más;21;82;103
2266;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;Total Comunal;49.513;51.661;101.174
2267;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;0 a 4;3.104;2.930;6.034
2268;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;5 a 9;3.248;3.041;6.289
2269;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;10 a 14;2.972;2.761;5.733
2270;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;15 a 19;3.297;3.244;6.541
2271;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;20 a 24;4.241;3.974;8.215
2272;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;25 a 29;4.491;4.129;8.620
2273;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;30 a 34;3.642;3.356;6.998
2274;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;35 a 39;3.094;2.926;6.020
2275;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;40 a 44;2.858;2.800;5.658
2276;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;45 a 49;2.854;2.970;5.824
2277;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;50 a 54;3.565;3.779;7.344
2278;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;55 a 59;3.570;3.924;7.494
2279;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;60 a 64;2.875;3.149;6.024
2280;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;65 a 69;1.915;2.425;4.340
2281;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;70 a 74;1.384;1.835;3.219
2282;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;75 a 79;978;1.467;2.445
2283;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;80 a 84;678;1.346;2.024
2284;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;85 a 89;514;1.033;1.547
2285;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;90 a 94;185;440;625
2286;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;95 a 99;40;111;151
2287;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEDRO AGUIRRE CERDA;13121;100 o más;8;21;29
2288;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;Total Comunal;116.882;124.717;241.599
2289;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;0 a 4;7.647;7.623;15.270
2290;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;5 a 9;8.766;8.439;17.205
2291;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;10 a 14;8.425;8.245;16.670
2292;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;15 a 19;9.433;9.382;18.815
2293;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;20 a 24;10.766;10.362;21.128
2294;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;25 a 29;9.712;9.372;19.084
2295;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;30 a 34;7.330;7.457;14.787
2296;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;35 a 39;7.525;8.111;15.636
2297;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;40 a 44;8.505;9.425;17.930
2298;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;45 a 49;8.687;9.469;18.156
2299;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;50 a 54;8.216;9.141;17.357
2300;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;55 a 59;6.521;7.299;13.820
2301;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;60 a 64;5.026;5.793;10.819
2302;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;65 a 69;3.902;4.625;8.527
2303;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;70 a 74;2.922;3.927;6.849
2304;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;75 a 79;1.853;2.771;4.624
2305;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;80 a 84;961;1.710;2.671
2306;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;85 a 89;463;1.032;1.495
2307;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;90 a 94;166;399;565
2308;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;95 a 99;33;91;124
2309;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PEÑALOLÉN;13122;100 o más;23;44;67
2310;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;Total Comunal;65.710;76.369;142.079
2311;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;0 a 4;3.910;3.784;7.694
2312;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;5 a 9;2.810;2.701;5.511
2313;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;10 a 14;2.333;2.206;4.539
2314;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;15 a 19;3.033;2.991;6.024
2315;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;20 a 24;4.899;5.177;10.076
2316;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;25 a 29;7.115;7.739;14.854
2317;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;30 a 34;8.259;8.524;16.783
2318;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;35 a 39;7.002;7.219;14.221
2319;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;40 a 44;5.346;5.502;10.848
2320;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;45 a 49;3.902;4.220;8.122
2321;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;50 a 54;3.308;3.918;7.226
2322;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;55 a 59;3.049;4.140;7.189
2323;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;60 a 64;2.694;4.035;6.729
2324;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;65 a 69;2.389;3.471;5.860
2325;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;70 a 74;1.988;3.119;5.107
2326;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;75 a 79;1.414;2.334;3.748
2327;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;80 a 84;1.043;2.067;3.110
2328;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;85 a 89;754;1.755;2.509
2329;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;90 a 94;349;1.051;1.400
2330;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;95 a 99;93;335;428
2331;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PROVIDENCIA;13123;100 o más;20;81;101
2332;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;Total Comunal;112.412;117.881;230.293
2333;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;0 a 4;8.150;7.859;16.009
2334;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;5 a 9;8.400;7.943;16.343
2335;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;10 a 14;8.039;7.614;15.653
2336;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;15 a 19;8.610;8.185;16.795
2337;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;20 a 24;10.186;9.778;19.964
2338;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;25 a 29;10.163;9.949;20.112
2339;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;30 a 34;8.083;8.286;16.369
2340;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;35 a 39;7.635;8.049;15.684
2341;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;40 a 44;7.927;8.190;16.117
2342;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;45 a 49;7.474;8.269;15.743
2343;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;50 a 54;8.060;9.132;17.192
2344;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;55 a 59;6.833;7.627;14.460
2345;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;60 a 64;4.783;5.531;10.314
2346;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;65 a 69;3.190;3.899;7.089
2347;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;70 a 74;2.222;2.977;5.199
2348;METROPOLITANA DE SANTIAGO;13;SANTIAGO;131;PUDAHUEL;13124;75 a 79;1.425;2.052;3.477
